,gene1,gene2,Both mutated,Gene 1 Mutated,Gene 2 Mutated,Niether mutated,Odds ratio,P value
4031,ZRSR2,CD83,0,4,2,118,0.0,1.0
4032,ZRSR2,CCND1,0,4,1,119,0.0,1.0
4033,ZRSR2,PD-1,0,4,2,118,0.0,1.0
4034,ZRSR2,GNA13,0,4,1,119,0.0,1.0
4035,ZRSR2,EZH2,0,4,1,119,0.0,1.0
4036,ZRSR2,BCR,0,4,3,117,0.0,1.0
4037,ZRSR2,ID3,0,4,2,118,0.0,1.0
4038,ZRSR2,KIT,0,4,2,118,0.0,1.0
4039,ZRSR2,PIK3CD,0,4,1,119,0.0,1.0
4040,ZRSR2,MYC,0,4,2,118,0.0,1.0
4041,ZRSR2,IL7R,0,4,1,119,0.0,1.0
4042,ZRSR2,ZRSR2,4,0,0,120,inf,1.0659559156875771e-07
4043,ZRSR2,NOTCH2,0,4,2,118,0.0,1.0
4044,ZRSR2,IRF8,0,4,4,116,0.0,1.0
4045,ZRSR2,TP53 gene,0,4,7,113,0.0,1.0
4046,ZRSR2,KRAS,0,4,8,112,0.0,1.0
4047,ZRSR2,NRAS,0,4,7,113,0.0,1.0
4048,ZRSR2,PDL2,0,4,5,115,0.0,1.0
4049,ZRSR2,BRAF,0,4,2,118,0.0,1.0
4050,ZRSR2,EGR1,0,4,5,115,0.0,1.0
4051,ZRSR2,TET2,2,2,19,101,5.315789473684211,0.13282929963178683
4052,ZRSR2,DNMT3A,0,4,12,108,0.0,1.0
4053,ZRSR2,ARID1A,0,4,4,116,0.0,1.0
4054,ZRSR2,SETD2,0,4,9,111,0.0,1.0
4055,ZRSR2,JAK1,0,4,5,115,0.0,1.0
4056,ZRSR2,CSF3R,1,3,5,115,7.666666666666667,0.18200301857396203
4057,ZRSR2,TNFAIP3,1,3,5,115,7.666666666666667,0.18200301857396203
4058,ZRSR2,JAK3,0,4,3,117,0.0,1.0
4059,ZRSR2,IRF4,0,4,1,119,0.0,1.0
4060,ZRSR2,ABL1,0,4,2,118,0.0,1.0
4061,ZRSR2,IGHJ6-CCND1,0,4,2,118,0.0,1.0
4062,ZRSR2,FBXW7,0,4,4,116,0.0,1.0
4063,ZRSR2,IDH2,0,4,1,119,0.0,1.0
4064,ZRSR2,SRSF2,0,4,2,118,0.0,1.0
4065,ZRSR2,TNFRSF1B,0,4,1,119,0.0,1.0
4066,ZRSR2,SOCS1,0,4,1,119,0.0,1.0
4067,ZRSR2,EPOR,0,4,1,119,0.0,1.0
4068,ZRSR2,RAD21,0,4,1,119,0.0,1.0
4069,ZRSR2,TNFRSF14,0,4,1,119,0.0,1.0
4070,ZRSR2,PIM1,0,4,1,119,0.0,1.0
4071,ZRSR2,POT1,0,4,1,119,0.0,1.0
4072,ZRSR2,NFKBIE,0,4,1,119,0.0,1.0
4073,ZRSR2,PTEN,0,4,1,119,0.0,1.0
4074,ZRSR2,CD274/PD-1,0,4,1,119,0.0,1.0
4075,ZRSR2,PHF6,0,4,1,119,0.0,1.0
4076,ZRSR2,RPS15,0,4,1,119,0.0,1.0
4077,ZRSR2,CXCR4,0,4,1,119,0.0,1.0
4078,ZRSR2,KLF2,0,4,1,119,0.0,1.0
4079,ZRSR2,MYD88,0,4,1,119,0.0,1.0
4080,NOTCH2,ASXL1,0,2,7,115,0.0,1.0
4081,NOTCH2,PIK3CA,0,2,2,120,0.0,1.0
4082,NOTCH2,FOXO1,0,2,3,119,0.0,1.0
4083,NOTCH2,CALR,0,2,2,120,0.0,1.0
4084,NOTCH2,JAK2,0,2,3,119,0.0,1.0
4085,NOTCH2,SGK1,0,2,3,119,0.0,1.0
4086,NOTCH2,FGFR3,0,2,1,121,0.0,1.0
4087,NOTCH2,PRDM1,0,2,4,118,0.0,1.0
4088,NOTCH2,CREBBP,0,2,4,118,0.0,1.0
4089,NOTCH2,RUNX1,0,2,3,119,0.0,1.0
4090,NOTCH2,NFKB2-B2M,0,2,1,121,0.0,1.0
4091,NOTCH2,IKZF3,0,2,1,121,0.0,1.0
4092,NOTCH2,EP300,1,1,9,113,12.555555555555555,0.15538945712037763
4093,NOTCH2,MTOR,0,2,1,121,0.0,1.0
4094,NOTCH2,STAT3,0,2,2,120,0.0,1.0
4095,NOTCH2,BCOR,0,2,5,117,0.0,1.0
4096,NOTCH2,STX11,0,2,4,118,0.0,1.0
4097,NOTCH2,CDKN2B,0,2,2,120,0.0,1.0
4098,NOTCH2,NF1,0,2,6,116,0.0,1.0
4099,NOTCH2,BCL6,0,2,3,119,0.0,1.0
4100,NOTCH2,NOTCH1,0,2,3,119,0.0,1.0
4101,NOTCH2,ALK,0,2,1,121,0.0,1.0
4102,NOTCH2,MEF2BNB-MEFB,0,2,2,120,0.0,1.0
4103,NOTCH2,CARD11,0,2,5,117,0.0,1.0
4104,NOTCH2,CD58,0,2,1,121,0.0,1.0
4105,NOTCH2,SF3B1,0,2,1,121,0.0,1.0
4106,NOTCH2,PPM1D,0,2,4,118,0.0,1.0
4107,NOTCH2,IGHG3-CCND1,0,2,1,121,0.0,1.0
4108,NOTCH2,SH2B3,0,2,3,119,0.0,1.0
4109,NOTCH2,CIITA,0,2,3,119,0.0,1.0
4110,NOTCH2,BCL2,1,1,1,121,121.0,0.032126934172567526
4111,NOTCH2,PTPN11,0,2,1,121,0.0,1.0
4112,NOTCH2,KMT2A,0,2,4,118,0.0,1.0
4113,NOTCH2,ITK,0,2,4,118,0.0,1.0
4114,NOTCH2,PAX5,0,2,2,120,0.0,1.0
4115,NOTCH2,ATM,0,2,3,119,0.0,1.0
4116,NOTCH2,CD83,0,2,2,120,0.0,1.0
4117,NOTCH2,CCND1,0,2,1,121,0.0,1.0
4118,NOTCH2,PD-1,0,2,2,120,0.0,1.0
4119,NOTCH2,GNA13,0,2,1,121,0.0,1.0
4120,NOTCH2,EZH2,0,2,1,121,0.0,1.0
4121,NOTCH2,BCR,0,2,3,119,0.0,1.0
4122,NOTCH2,ID3,0,2,2,120,0.0,1.0
4123,NOTCH2,KIT,0,2,2,120,0.0,1.0
4124,NOTCH2,PIK3CD,0,2,1,121,0.0,1.0
4125,NOTCH2,MYC,0,2,2,120,0.0,1.0
4126,NOTCH2,IL7R,0,2,1,121,0.0,1.0
4127,NOTCH2,ZRSR2,0,2,4,118,0.0,1.0
4128,NOTCH2,NOTCH2,2,0,0,122,inf,0.00013113034356150013
4129,NOTCH2,IRF8,0,2,4,118,0.0,1.0
4130,NOTCH2,TP53 gene,0,2,7,115,0.0,1.0
4131,NOTCH2,KRAS,1,1,7,115,16.428571428571427,0.1253606084447941
4132,NOTCH2,NRAS,0,2,7,115,0.0,1.0
4133,NOTCH2,PDL2,1,1,4,118,29.5,0.07933385785470758
4134,NOTCH2,BRAF,0,2,2,120,0.0,1.0
4135,NOTCH2,EGR1,0,2,5,117,0.0,1.0
4136,NOTCH2,TET2,0,2,21,101,0.0,1.0
4137,NOTCH2,DNMT3A,0,2,12,110,0.0,1.0
4138,NOTCH2,ARID1A,0,2,4,118,0.0,1.0
4139,NOTCH2,SETD2,1,1,8,114,14.25,0.14044059795436667
4140,NOTCH2,JAK1,1,1,4,118,29.5,0.07933385785470758
4141,NOTCH2,CSF3R,0,2,6,116,0.0,1.0
4142,NOTCH2,TNFAIP3,0,2,6,116,0.0,1.0
4143,NOTCH2,JAK3,0,2,3,119,0.0,1.0
4144,NOTCH2,IRF4,0,2,1,121,0.0,1.0
4145,NOTCH2,ABL1,0,2,2,120,0.0,1.0
4146,NOTCH2,IGHJ6-CCND1,0,2,2,120,0.0,1.0
4147,NOTCH2,FBXW7,0,2,4,118,0.0,1.0
4148,NOTCH2,IDH2,0,2,1,121,0.0,1.0
4149,NOTCH2,SRSF2,0,2,2,120,0.0,1.0
4150,NOTCH2,TNFRSF1B,0,2,1,121,0.0,1.0
4151,NOTCH2,SOCS1,0,2,1,121,0.0,1.0
4152,NOTCH2,EPOR,0,2,1,121,0.0,1.0
4153,NOTCH2,RAD21,0,2,1,121,0.0,1.0
4154,NOTCH2,TNFRSF14,0,2,1,121,0.0,1.0
4155,NOTCH2,PIM1,0,2,1,121,0.0,1.0
4156,NOTCH2,POT1,0,2,1,121,0.0,1.0
4157,NOTCH2,NFKBIE,0,2,1,121,0.0,1.0
4158,NOTCH2,PTEN,0,2,1,121,0.0,1.0
4159,NOTCH2,CD274/PD-1,0,2,1,121,0.0,1.0
4160,NOTCH2,PHF6,0,2,1,121,0.0,1.0
4161,NOTCH2,RPS15,0,2,1,121,0.0,1.0
4162,NOTCH2,CXCR4,0,2,1,121,0.0,1.0
4163,NOTCH2,KLF2,0,2,1,121,0.0,1.0
4164,NOTCH2,MYD88,0,2,1,121,0.0,1.0
4165,IRF8,ASXL1,0,4,7,113,0.0,1.0
4166,IRF8,PIK3CA,0,4,2,118,0.0,1.0
4167,IRF8,FOXO1,0,4,3,117,0.0,1.0
4168,IRF8,CALR,0,4,2,118,0.0,1.0
4169,IRF8,JAK2,0,4,3,117,0.0,1.0
4170,IRF8,SGK1,0,4,3,117,0.0,1.0
4171,IRF8,FGFR3,0,4,1,119,0.0,1.0
4172,IRF8,PRDM1,0,4,4,116,0.0,1.0
4173,IRF8,CREBBP,1,3,3,117,13.0,0.12436305136702981
4174,IRF8,RUNX1,0,4,3,117,0.0,1.0
4175,IRF8,NFKB2-B2M,0,4,1,119,0.0,1.0
4176,IRF8,IKZF3,0,4,1,119,0.0,1.0
4177,IRF8,EP300,1,3,9,111,4.111111111111111,0.2887008353150343
4178,IRF8,MTOR,0,4,1,119,0.0,1.0
4179,IRF8,STAT3,0,4,2,118,0.0,1.0
4180,IRF8,BCOR,0,4,5,115,0.0,1.0
4181,IRF8,STX11,0,4,4,116,0.0,1.0
4182,IRF8,CDKN2B,0,4,2,118,0.0,1.0
4183,IRF8,NF1,0,4,6,114,0.0,1.0
4184,IRF8,BCL6,0,4,3,117,0.0,1.0
4185,IRF8,NOTCH1,1,3,2,118,19.666666666666668,0.09442674543085991
4186,IRF8,ALK,0,4,1,119,0.0,1.0
4187,IRF8,MEF2BNB-MEFB,0,4,2,118,0.0,1.0
4188,IRF8,CARD11,0,4,5,115,0.0,1.0
4189,IRF8,CD58,0,4,1,119,0.0,1.0
4190,IRF8,SF3B1,0,4,1,119,0.0,1.0
4191,IRF8,PPM1D,0,4,4,116,0.0,1.0
4192,IRF8,IGHG3-CCND1,0,4,1,119,0.0,1.0
4193,IRF8,SH2B3,0,4,3,117,0.0,1.0
4194,IRF8,CIITA,0,4,3,117,0.0,1.0
4195,IRF8,BCL2,0,4,2,118,0.0,1.0
4196,IRF8,PTPN11,0,4,1,119,0.0,1.0
4197,IRF8,KMT2A,0,4,4,116,0.0,1.0
4198,IRF8,ITK,1,3,3,117,13.0,0.12436305136702981
4199,IRF8,PAX5,0,4,2,118,0.0,1.0
4200,IRF8,ATM,0,4,3,117,0.0,1.0
4201,IRF8,CD83,0,4,2,118,0.0,1.0
4202,IRF8,CCND1,0,4,1,119,0.0,1.0
4203,IRF8,PD-1,0,4,2,118,0.0,1.0
4204,IRF8,GNA13,0,4,1,119,0.0,1.0
4205,IRF8,EZH2,0,4,1,119,0.0,1.0
4206,IRF8,BCR,0,4,3,117,0.0,1.0
4207,IRF8,ID3,0,4,2,118,0.0,1.0
4208,IRF8,KIT,0,4,2,118,0.0,1.0
4209,IRF8,PIK3CD,0,4,1,119,0.0,1.0
4210,IRF8,MYC,0,4,2,118,0.0,1.0
4211,IRF8,IL7R,0,4,1,119,0.0,1.0
4212,IRF8,ZRSR2,0,4,4,116,0.0,1.0
4213,IRF8,NOTCH2,0,4,2,118,0.0,1.0
4214,IRF8,IRF8,4,0,0,120,inf,1.0659559156875771e-07
4215,IRF8,TP53 gene,0,4,7,113,0.0,1.0
4216,IRF8,KRAS,0,4,8,112,0.0,1.0
4217,IRF8,NRAS,0,4,7,113,0.0,1.0
4218,IRF8,PDL2,0,4,5,115,0.0,1.0
4219,IRF8,BRAF,0,4,2,118,0.0,1.0
4220,IRF8,EGR1,0,4,5,115,0.0,1.0
4221,IRF8,TET2,0,4,21,99,0.0,1.0
4222,IRF8,DNMT3A,0,4,12,108,0.0,1.0
4223,IRF8,ARID1A,0,4,4,116,0.0,1.0
4224,IRF8,SETD2,0,4,9,111,0.0,1.0
4225,IRF8,JAK1,0,4,5,115,0.0,1.0
4226,IRF8,CSF3R,0,4,6,114,0.0,1.0
4227,IRF8,TNFAIP3,0,4,6,114,0.0,1.0
4228,IRF8,JAK3,0,4,3,117,0.0,1.0
4229,IRF8,IRF4,0,4,1,119,0.0,1.0
4230,IRF8,ABL1,0,4,2,118,0.0,1.0
4231,IRF8,IGHJ6-CCND1,0,4,2,118,0.0,1.0
4232,IRF8,FBXW7,0,4,4,116,0.0,1.0
4233,IRF8,IDH2,0,4,1,119,0.0,1.0
4234,IRF8,SRSF2,0,4,2,118,0.0,1.0
4235,IRF8,TNFRSF1B,0,4,1,119,0.0,1.0
4236,IRF8,SOCS1,0,4,1,119,0.0,1.0
4237,IRF8,EPOR,0,4,1,119,0.0,1.0
4238,IRF8,RAD21,0,4,1,119,0.0,1.0
4239,IRF8,TNFRSF14,0,4,1,119,0.0,1.0
4240,IRF8,PIM1,0,4,1,119,0.0,1.0
4241,IRF8,POT1,0,4,1,119,0.0,1.0
4242,IRF8,NFKBIE,0,4,1,119,0.0,1.0
4243,IRF8,PTEN,0,4,1,119,0.0,1.0
4244,IRF8,CD274/PD-1,0,4,1,119,0.0,1.0
4245,IRF8,PHF6,0,4,1,119,0.0,1.0
4246,IRF8,RPS15,0,4,1,119,0.0,1.0
4247,IRF8,CXCR4,0,4,1,119,0.0,1.0
4248,IRF8,KLF2,0,4,1,119,0.0,1.0
4249,IRF8,MYD88,0,4,1,119,0.0,1.0
4250,TP53 gene,ASXL1,0,7,7,110,0.0,1.0
4251,TP53 gene,PIK3CA,0,7,2,115,0.0,1.0
4252,TP53 gene,FOXO1,1,6,2,115,9.583333333333334,0.1612064851478763
4253,TP53 gene,CALR,0,7,2,115,0.0,1.0
4254,TP53 gene,JAK2,0,7,3,114,0.0,1.0
4255,TP53 gene,SGK1,0,7,3,114,0.0,1.0
4256,TP53 gene,FGFR3,0,7,1,116,0.0,1.0
4257,TP53 gene,PRDM1,0,7,4,113,0.0,1.0
4258,TP53 gene,CREBBP,0,7,4,113,0.0,1.0
4259,TP53 gene,RUNX1,0,7,3,114,0.0,1.0
4260,TP53 gene,NFKB2-B2M,0,7,1,116,0.0,1.0
4261,TP53 gene,IKZF3,0,7,1,116,0.0,1.0
4262,TP53 gene,EP300,1,6,9,108,2.0,0.453380623407245
4263,TP53 gene,MTOR,0,7,1,116,0.0,1.0
4264,TP53 gene,STAT3,0,7,2,115,0.0,1.0
4265,TP53 gene,BCOR,0,7,5,112,0.0,1.0
4266,TP53 gene,STX11,0,7,4,113,0.0,1.0
4267,TP53 gene,CDKN2B,0,7,2,115,0.0,1.0
4268,TP53 gene,NF1,0,7,6,111,0.0,1.0
4269,TP53 gene,BCL6,1,6,2,115,9.583333333333334,0.1612064851478763
4270,TP53 gene,NOTCH1,0,7,3,114,0.0,1.0
4271,TP53 gene,ALK,0,7,1,116,0.0,1.0
4272,TP53 gene,MEF2BNB-MEFB,1,6,1,116,19.333333333333332,0.11014948859166011
4273,TP53 gene,CARD11,0,7,5,112,0.0,1.0
4274,TP53 gene,CD58,0,7,1,116,0.0,1.0
4275,TP53 gene,SF3B1,0,7,1,116,0.0,1.0
4276,TP53 gene,PPM1D,2,5,2,115,23.0,0.015630751165276357
4277,TP53 gene,IGHG3-CCND1,0,7,1,116,0.0,1.0
4278,TP53 gene,SH2B3,0,7,3,114,0.0,1.0
4279,TP53 gene,CIITA,0,7,3,114,0.0,1.0
4280,TP53 gene,BCL2,0,7,2,115,0.0,1.0
4281,TP53 gene,PTPN11,0,7,1,116,0.0,1.0
4282,TP53 gene,KMT2A,0,7,4,113,0.0,1.0
4283,TP53 gene,ITK,1,6,3,114,6.333333333333333,0.20973172980874305
4284,TP53 gene,PAX5,0,7,2,115,0.0,1.0
4285,TP53 gene,ATM,0,7,3,114,0.0,1.0
4286,TP53 gene,CD83,0,7,2,115,0.0,1.0
4287,TP53 gene,CCND1,0,7,1,116,0.0,1.0
4288,TP53 gene,PD-1,0,7,2,115,0.0,1.0
4289,TP53 gene,GNA13,1,6,0,117,inf,0.0564516129032258
4290,TP53 gene,EZH2,0,7,1,116,0.0,1.0
4291,TP53 gene,BCR,0,7,3,114,0.0,1.0
4292,TP53 gene,ID3,0,7,2,115,0.0,1.0
4293,TP53 gene,KIT,0,7,2,115,0.0,1.0
4294,TP53 gene,PIK3CD,0,7,1,116,0.0,1.0
4295,TP53 gene,MYC,0,7,2,115,0.0,1.0
4296,TP53 gene,IL7R,0,7,1,116,0.0,1.0
4297,TP53 gene,ZRSR2,0,7,4,113,0.0,1.0
4298,TP53 gene,NOTCH2,0,7,2,115,0.0,1.0
4299,TP53 gene,IRF8,0,7,4,113,0.0,1.0
4300,TP53 gene,TP53 gene,7,0,0,117,inf,1.3284595160612879e-11
4301,TP53 gene,KRAS,0,7,8,109,0.0,1.0
4302,TP53 gene,NRAS,0,7,7,110,0.0,1.0
4303,TP53 gene,PDL2,0,7,5,112,0.0,1.0
4304,TP53 gene,BRAF,0,7,2,115,0.0,1.0
4305,TP53 gene,EGR1,1,6,4,113,4.708333333333333,0.2558307122365663
4306,TP53 gene,TET2,1,6,20,97,0.8083333333333333,1.0
4307,TP53 gene,DNMT3A,1,6,11,106,1.606060606060606,0.5187271410250716
4308,TP53 gene,ARID1A,0,7,4,113,0.0,1.0
4309,TP53 gene,SETD2,0,7,9,108,0.0,1.0
4310,TP53 gene,JAK1,0,7,5,112,0.0,1.0
4311,TP53 gene,CSF3R,1,6,5,112,3.7333333333333334,0.2996053762226507
4312,TP53 gene,TNFAIP3,0,7,6,111,0.0,1.0
4313,TP53 gene,JAK3,0,7,3,114,0.0,1.0
4314,TP53 gene,IRF4,0,7,1,116,0.0,1.0
4315,TP53 gene,ABL1,0,7,2,115,0.0,1.0
4316,TP53 gene,IGHJ6-CCND1,0,7,2,115,0.0,1.0
4317,TP53 gene,FBXW7,0,7,4,113,0.0,1.0
4318,TP53 gene,IDH2,0,7,1,116,0.0,1.0
4319,TP53 gene,SRSF2,0,7,2,115,0.0,1.0
4320,TP53 gene,TNFRSF1B,0,7,1,116,0.0,1.0
4321,TP53 gene,SOCS1,0,7,1,116,0.0,1.0
4322,TP53 gene,EPOR,0,7,1,116,0.0,1.0
4323,TP53 gene,RAD21,0,7,1,116,0.0,1.0
4324,TP53 gene,TNFRSF14,0,7,1,116,0.0,1.0
4325,TP53 gene,PIM1,0,7,1,116,0.0,1.0
4326,TP53 gene,POT1,1,6,0,117,inf,0.0564516129032258
4327,TP53 gene,NFKBIE,0,7,1,116,0.0,1.0
4328,TP53 gene,PTEN,0,7,1,116,0.0,1.0
4329,TP53 gene,CD274/PD-1,0,7,1,116,0.0,1.0
4330,TP53 gene,PHF6,0,7,1,116,0.0,1.0
4331,TP53 gene,RPS15,0,7,1,116,0.0,1.0
4332,TP53 gene,CXCR4,0,7,1,116,0.0,1.0
4333,TP53 gene,KLF2,0,7,1,116,0.0,1.0
4334,TP53 gene,MYD88,0,7,1,116,0.0,1.0
4335,KRAS,ASXL1,0,8,7,109,0.0,1.0
4336,KRAS,PIK3CA,0,8,2,114,0.0,1.0
4337,KRAS,FOXO1,0,8,3,113,0.0,1.0
4338,KRAS,CALR,0,8,2,114,0.0,1.0
4339,KRAS,JAK2,0,8,3,113,0.0,1.0
4340,KRAS,SGK1,0,8,3,113,0.0,1.0
4341,KRAS,FGFR3,0,8,1,115,0.0,1.0
4342,KRAS,PRDM1,0,8,4,112,0.0,1.0
4343,KRAS,CREBBP,0,8,4,112,0.0,1.0
4344,KRAS,RUNX1,0,8,3,113,0.0,1.0
4345,KRAS,NFKB2-B2M,0,8,1,115,0.0,1.0
4346,KRAS,IKZF3,0,8,1,115,0.0,1.0
4347,KRAS,EP300,2,6,8,108,4.5,0.12634338954833166
4348,KRAS,MTOR,0,8,1,115,0.0,1.0
4349,KRAS,STAT3,0,8,2,114,0.0,1.0
4350,KRAS,BCOR,1,7,4,112,4.0,0.287632818551243
4351,KRAS,STX11,1,7,3,113,5.380952380952381,0.2367494484477603
4352,KRAS,CDKN2B,0,8,2,114,0.0,1.0
4353,KRAS,NF1,0,8,6,110,0.0,1.0
4354,KRAS,BCL6,0,8,3,113,0.0,1.0
4355,KRAS,NOTCH1,0,8,3,113,0.0,1.0
4356,KRAS,ALK,0,8,1,115,0.0,1.0
4357,KRAS,MEF2BNB-MEFB,0,8,2,114,0.0,1.0
4358,KRAS,CARD11,0,8,5,111,0.0,1.0
4359,KRAS,CD58,0,8,1,115,0.0,1.0
4360,KRAS,SF3B1,0,8,1,115,0.0,1.0
4361,KRAS,PPM1D,0,8,4,112,0.0,1.0
4362,KRAS,IGHG3-CCND1,0,8,1,115,0.0,1.0
4363,KRAS,SH2B3,0,8,3,113,0.0,1.0
4364,KRAS,CIITA,0,8,3,113,0.0,1.0
4365,KRAS,BCL2,1,7,1,115,16.428571428571427,0.1253606084447941
4366,KRAS,PTPN11,0,8,1,115,0.0,1.0
4367,KRAS,KMT2A,0,8,4,112,0.0,1.0
4368,KRAS,ITK,1,7,3,113,5.380952380952381,0.2367494484477603
4369,KRAS,PAX5,0,8,2,114,0.0,1.0
4370,KRAS,ATM,0,8,3,113,0.0,1.0
4371,KRAS,CD83,0,8,2,114,0.0,1.0
4372,KRAS,CCND1,0,8,1,115,0.0,1.0
4373,KRAS,PD-1,0,8,2,114,0.0,1.0
4374,KRAS,GNA13,0,8,1,115,0.0,1.0
4375,KRAS,EZH2,0,8,1,115,0.0,1.0
4376,KRAS,BCR,0,8,3,113,0.0,1.0
4377,KRAS,ID3,0,8,2,114,0.0,1.0
4378,KRAS,KIT,1,7,1,115,16.428571428571427,0.1253606084447941
4379,KRAS,PIK3CD,1,7,0,116,inf,0.06451612903225806
4380,KRAS,MYC,0,8,2,114,0.0,1.0
4381,KRAS,IL7R,0,8,1,115,0.0,1.0
4382,KRAS,ZRSR2,0,8,4,112,0.0,1.0
4383,KRAS,NOTCH2,1,7,1,115,16.428571428571427,0.1253606084447941
4384,KRAS,IRF8,0,8,4,112,0.0,1.0
4385,KRAS,TP53 gene,0,8,7,109,0.0,1.0
4386,KRAS,KRAS,8,0,0,116,inf,9.083483870504531e-13
4387,KRAS,NRAS,0,8,7,109,0.0,1.0
4388,KRAS,PDL2,1,7,4,112,4.0,0.287632818551243
4389,KRAS,BRAF,0,8,2,114,0.0,1.0
4390,KRAS,EGR1,1,7,4,112,4.0,0.287632818551243
4391,KRAS,TET2,1,7,20,96,0.6857142857142857,1.0
4392,KRAS,DNMT3A,1,7,11,105,1.3636363636363635,0.5680884598942949
4393,KRAS,ARID1A,0,8,4,112,0.0,1.0
4394,KRAS,SETD2,3,5,6,110,11.0,0.012530431709969876
4395,KRAS,JAK1,3,5,2,114,34.2,0.001695296288309523
4396,KRAS,CSF3R,2,6,4,112,9.333333333333334,0.048181665123089336
4397,KRAS,TNFAIP3,0,8,6,110,0.0,1.0
4398,KRAS,JAK3,0,8,3,113,0.0,1.0
4399,KRAS,IRF4,0,8,1,115,0.0,1.0
4400,KRAS,ABL1,0,8,2,114,0.0,1.0
4401,KRAS,IGHJ6-CCND1,0,8,2,114,0.0,1.0
4402,KRAS,FBXW7,0,8,4,112,0.0,1.0
4403,KRAS,IDH2,0,8,1,115,0.0,1.0
4404,KRAS,SRSF2,0,8,2,114,0.0,1.0
4405,KRAS,TNFRSF1B,0,8,1,115,0.0,1.0
4406,KRAS,SOCS1,0,8,1,115,0.0,1.0
4407,KRAS,EPOR,0,8,1,115,0.0,1.0
4408,KRAS,RAD21,0,8,1,115,0.0,1.0
4409,KRAS,TNFRSF14,0,8,1,115,0.0,1.0
4410,KRAS,PIM1,0,8,1,115,0.0,1.0
4411,KRAS,POT1,0,8,1,115,0.0,1.0
4412,KRAS,NFKBIE,0,8,1,115,0.0,1.0
4413,KRAS,PTEN,0,8,1,115,0.0,1.0
4414,KRAS,CD274/PD-1,0,8,1,115,0.0,1.0
4415,KRAS,PHF6,0,8,1,115,0.0,1.0
4416,KRAS,RPS15,0,8,1,115,0.0,1.0
4417,KRAS,CXCR4,0,8,1,115,0.0,1.0
4418,KRAS,KLF2,1,7,0,116,inf,0.06451612903225806
4419,KRAS,MYD88,1,7,0,116,inf,0.06451612903225806
4420,NRAS,ASXL1,0,7,7,110,0.0,1.0
4421,NRAS,PIK3CA,1,6,1,116,19.333333333333332,0.11014948859166011
4422,NRAS,FOXO1,0,7,3,114,0.0,1.0
4423,NRAS,CALR,0,7,2,115,0.0,1.0
4424,NRAS,JAK2,0,7,3,114,0.0,1.0
4425,NRAS,SGK1,0,7,3,114,0.0,1.0
4426,NRAS,FGFR3,0,7,1,116,0.0,1.0
4427,NRAS,PRDM1,1,6,3,114,6.333333333333333,0.20973172980874305
4428,NRAS,CREBBP,1,6,3,114,6.333333333333333,0.20973172980874305
4429,NRAS,RUNX1,0,7,3,114,0.0,1.0
4430,NRAS,NFKB2-B2M,0,7,1,116,0.0,1.0
4431,NRAS,IKZF3,0,7,1,116,0.0,1.0
4432,NRAS,EP300,1,6,9,108,2.0,0.453380623407245
4433,NRAS,MTOR,0,7,1,116,0.0,1.0
4434,NRAS,STAT3,0,7,2,115,0.0,1.0
4435,NRAS,BCOR,1,6,4,113,4.708333333333333,0.2558307122365663
4436,NRAS,STX11,0,7,4,113,0.0,1.0
4437,NRAS,CDKN2B,0,7,2,115,0.0,1.0
4438,NRAS,NF1,0,7,6,111,0.0,1.0
4439,NRAS,BCL6,0,7,3,114,0.0,1.0
4440,NRAS,NOTCH1,0,7,3,114,0.0,1.0
4441,NRAS,ALK,0,7,1,116,0.0,1.0
4442,NRAS,MEF2BNB-MEFB,0,7,2,115,0.0,1.0
4443,NRAS,CARD11,0,7,5,112,0.0,1.0
4444,NRAS,CD58,0,7,1,116,0.0,1.0
4445,NRAS,SF3B1,0,7,1,116,0.0,1.0
4446,NRAS,PPM1D,0,7,4,113,0.0,1.0
4447,NRAS,IGHG3-CCND1,0,7,1,116,0.0,1.0
4448,NRAS,SH2B3,0,7,3,114,0.0,1.0
4449,NRAS,CIITA,0,7,3,114,0.0,1.0
4450,NRAS,BCL2,0,7,2,115,0.0,1.0
4451,NRAS,PTPN11,0,7,1,116,0.0,1.0
4452,NRAS,KMT2A,0,7,4,113,0.0,1.0
4453,NRAS,ITK,0,7,4,113,0.0,1.0
4454,NRAS,PAX5,1,6,1,116,19.333333333333332,0.11014948859166011
4455,NRAS,ATM,1,6,2,115,9.583333333333334,0.1612064851478763
4456,NRAS,CD83,0,7,2,115,0.0,1.0
4457,NRAS,CCND1,0,7,1,116,0.0,1.0
4458,NRAS,PD-1,1,6,1,116,19.333333333333332,0.11014948859166011
4459,NRAS,GNA13,0,7,1,116,0.0,1.0
4460,NRAS,EZH2,0,7,1,116,0.0,1.0
4461,NRAS,BCR,1,6,2,115,9.583333333333334,0.1612064851478763
4462,NRAS,ID3,0,7,2,115,0.0,1.0
4463,NRAS,KIT,0,7,2,115,0.0,1.0
4464,NRAS,PIK3CD,0,7,1,116,0.0,1.0
4465,NRAS,MYC,0,7,2,115,0.0,1.0
4466,NRAS,IL7R,0,7,1,116,0.0,1.0
4467,NRAS,ZRSR2,0,7,4,113,0.0,1.0
4468,NRAS,NOTCH2,0,7,2,115,0.0,1.0
4469,NRAS,IRF8,0,7,4,113,0.0,1.0
4470,NRAS,TP53 gene,0,7,7,110,0.0,1.0
4471,NRAS,KRAS,0,7,8,109,0.0,1.0
